NOME_MUN,COD_MUN,DISTANCIA
Moeda,3142304,297.2558200266081
Caranaíba,3113107,297.37583433331645
Piranguçu,3150901,297.4040219250452
Delta,3121258,297.42273807680266
Jequeri,3135506,297.4989951968225
Tumiritinga,3169505,297.543508057567
Rio do Prado,3155108,297.7484157145072
Ipuiúna,3131505,297.91669871721734
Senhora dos Remédios,3166204,297.93022614343954
Ibituruna,3130002,298.00587455730664
Madre de Deus de Minas,3139102,298.121848254426
São Bento Abade,3160801,298.47608928671036
Itueta,3134103,298.66574296704664
Resende Costa,3154200,298.6944293013356
Itumirim,3134301,298.90403792871587
Maria da Fé,3139904,299.59163873538205
Porto Firme,3152303,299.6107655753822
Córrego Danta,3119807,300.59894116370873
Brás Pires,3108701,300.65041675628663
Campanha,3110905,300.8124468466835
Carbonita,3113503,301.01173169110155
Inhapim,3130903,301.08006098684257
Andrelândia,3102803,301.2230897127324
Reduto,3154150,301.25618277420483
Oratórios,3145851,301.2830229169945
Catas Altas da Noruega,3115409,301.38624039904914
Itanhandu,3133105,301.8870997806101
Simonésia,3167608,301.89519197143875
Alto Jequitibá,3153509,301.9185964797424
Limeira do Oeste,3138625,302.33266324028426
Riachinho,3154457,302.59263504076614
Jaboticatubas,3134608,302.8765622129288
Ouro Fino,3146008,302.89012049374963
Araçuaí,3103405,302.9852695395332
São Romão,3164209,303.16767837247414
Wenceslau Braz,3172202,303.4088192836382
Ibiaí,3129608,303.41219877578806
Novo Oriente de Minas,3145356,303.51171184815786
São Félix de Minas,3161056,303.9258885549358
Ponto dos Volantes,3152170,304.21495632975234
Conceição de Ipanema,3117405,304.21653111205535
Pedra Dourada,3149002,304.2792207807985
Berizal,3106655,304.30369332765486
Dores do Indaiá,3123205,304.506365553242
Frutal,3127107,304.6452508996101
Novorizonte,3145372,304.6683696840928
Oliveira Fortes,3145703,305.070264282437
São José do Divino,3163300,305.1348080307174
Pedrinópolis,3149200,305.207432761421
Chalé,3116001,305.216560937194
Nacip Raydan,3144201,305.3084664217287
Caeté,3110004,305.49371509082
Santa Maria do Salto,3158102,305.49843375069463
Guaxupé,3128709,305.51333141675605
Conquista,3118205,305.69395825440847
São João do Manhuaçu,3162559,306.21196804104017
Bom Jesus do Galho,3107802,306.266646274687
Alvarenga,3102209,306.64360473385557
Natalândia,3144375,306.78323763899846
Piedade dos Gerais,3150406,306.78906229666495
Tiradentes,3168804,307.0365182488466
Pedro Teixeira,3149408,307.26217563798036
Diogo de Vasconcelos,3121704,307.31392475904687
Conceição das Pedras,3117207,307.3813670803431
Ipiaçu,3131406,307.6436057333498
Central de Minas,3115706,307.6838044385156
Açucena,3100500,307.77387245809075
Cedro do Abaeté,3115607,307.84463164992786
Jordânia,3136504,307.88127048147237
Francisco Badaró,3126505,308.0441144093254
Cantagalo,3112059,308.51188052214235
Cipotânea,3116308,308.6284833008606
Pedra do Anta,3148806,308.91379765230386
Congonhas do Norte,3118106,308.927193716113
Engenheiro Caldas,3123700,309.07237296058724
Amparo do Serra,3102506,309.28658746662893
Martins Soares,3140530,309.32475774910233
Vargem Bonita,3170602,309.85847118442837
Ubaí,3170008,310.6898966042423
Planura,3151602,311.33527943765097
Bom Jesus da Penha,3107604,311.53756216006815
Frei Inocêncio,3126901,311.5772521054436
Quartel Geral,3153707,312.14834282215634
Paula Cândido,3148301,312.2169382446164
Espera Feliz,3124203,312.3177624860248
Senhora do Porto,3166105,312.3687218279841
Lontra,3138658,312.3951557081536
Mata Verde,3140555,312.8521846926126
Cajuri,3110202,312.86816838227503
José Raydan,3136553,312.88130789340164
São Domingos das Dores,3160959,312.884037052011
Salinas,3157005,313.0478998902574
Chapada do Norte,3116100,313.20167582365343
Caiana,3110103,313.9882711659538
Alto Rio Doce,3102100,314.46959750651837
São Gonçalo do Sapucaí,3162005,314.5768164280199
Luz,3138807,314.7533911359853
Conceição da Barra de Minas,3115201,314.8082897576977
Guanhães,3128006,314.82934292966104
Dom Cavati,3122504,314.87017195181284
Lambari,3137809,315.05178755256867
Santo Antônio do Jacinto,3160306,315.1991810360254
Taparuba,3168051,315.27891243659076
Ipanema,3131208,315.4482515222082
Bom Jardim de Minas,3107505,315.6628972920398
Joanésia,3136108,315.8231132661418
Orizânia,3145877,316.43069712996373
Cascalho Rico,3115003,316.6519548955282
Bueno Brandão,3109105,316.79132715405376
Areado,3104304,317.16499353980305
Oliveira,3145604,317.2029387594425
Rio Pomba,3155801,317.23807889932004
Santa Maria de Itabira,3158003,317.5758614175448
São Sebastião do Anta,3164472,317.6098975689729
Coroaci,3119203,317.6664560565167
Dom Bosco,3122470,317.8717469201451
Campo Belo,3111200,317.9019800613339
Olaria,3145406,318.3531151491968
Miravânia,3142254,318.4218270824348
Divisópolis,3122454,318.4367896954664
Japonvar,3135357,318.92506459352745
Piumhi,3151503,318.9472949205766
Doresópolis,3123403,319.14068916641014
Sem-Peixe,3165560,319.27386126566796
Dores do Turvo,3123304,319.35655842969004
Padre Carvalho,3146255,319.4688351616077
Itajubá,3132404,319.5115897104232
Mato Verde,3141009,320.4680417691603
Delfim Moreira,3121100,320.49410601156103
São Francisco de Sales,3161304,320.8714967684655
Rio Espera,3155207,321.2532960393372
Córrego Novo,3120003,321.27220692354945
Grupiara,3127909,321.43875276915287
Piedade de Caratinga,3150158,321.50014598381233
Turvolândia,3169802,321.5629262048885
São Miguel do Anta,3163805,321.7680968681923
Virginópolis,3171808,323.10976911216966
Santa Cruz de Salinas,3157377,323.49632200554856
Caraí,3113008,323.4988601242536
Monte Sião,3143401,323.6468031287488
Água Boa,3100609,323.8313817760902
Durandé,3123528,323.88501083556196
Boa Esperança,3107109,324.26564814212355
Cordislândia,3119005,324.402498674483
Caputira,3112901,324.4113061934761
Consolação,3118502,324.7198393292695
Ouro Verde de Minas,3146206,324.90723569093217
Jequitibá,3135704,324.9186994468823
Materlândia,3140605,325.07132889575564
Lajinha,3137700,325.31241280900076
Itutinga,3134509,325.6269722472258
Camacho,3110400,326.3324882300642
Ubá,3169901,326.3841969756787
Ataléia,3104700,326.57444206897185
São Roque de Minas,3164308,326.90396490950695
Jenipapo de Minas,3135456,327.0640640410469
Vieiras,3171402,327.08095596510543
Senador José Bento,3165800,327.54937517527554
Tiros,3168903,328.15793447414666
Estrela do Indaiá,3124708,328.6093259488563
Santa Bárbara do Monte Verde,3157278,328.6414088134917
Piau,3150109,328.9256485936289
Veredinha,3171071,329.0624431299584
Tocos do Moji,3169059,329.3375409792237
Urucuia,3170529,329.8423651910009
Santo Antônio do Itambé,3160207,330.0897655575736
Vargem Grande do Rio Pardo,3170651,330.7875179579217
Santa Rosa da Serra,3159704,331.0234122863505
São Gonçalo do Abaeté,3161700,331.39780614354095
Luislândia,3138682,332.02732849651306
Monjolos,3142502,332.20306850146244
Unaí,3170404,332.4118949864693
Itaipé,3132305,332.74632385699516
Douradoquara,3123502,333.02560695816453
Santa Helena de Minas,3157658,333.39535577230754
São Geraldo da Piedade,3161601,333.587096137918
Sabará,3156700,333.9308279353358
Fronteira dos Vales,3127057,334.00885377321123
Claro dos Poções,3116506,334.0952887878452
Monte Carmelo,3143104,334.13143809693906
Três Pontas,3169406,334.13913836079075
Bom Despacho,3107406,334.1473355145742
Santa Cruz de Minas,3157336,334.6555484942685
Santo Antônio do Retiro,3160454,334.7360583905821
Lagoa dos Patos,3137304,334.7947682103335
Bonfinópolis de Minas,3108206,335.48318207569343
Ponto Chique,3152131,335.49279509429266
Montezuma,3143450,335.7580690697994
Senador Modestino Gonçalves,3165909,336.0120055164515
Umburatiba,3170305,336.10672475615735
Ladainha,3137007,336.81940245121007
Serra Azul de Minas,3166501,338.2098083897706
Glaucilândia,3127354,338.3314303989049
Sericita,3166303,338.79778701012106
Uruana de Minas,3170479,338.9100075287423
Santana do Manhuaçu,3158904,339.0214513849136
Campo Azul,3111150,339.09417679050614
Juramento,3136801,339.5169460212678
Serra do Salitre,3166808,339.8313247660951
Comercinho,3117009,340.0908868270873
Ibiracatu,3129657,340.27380540414345
Santo Hipólito,3160603,340.27764113393846
Matipó,3140902,340.31260328168673
Paulistas,3148400,340.3626935544372
São Sebastião do Paraíso,3164704,341.18354851956366
Juvenília,3136959,341.39781016563995
Janaúba,3135100,342.116249935516
Francisco Dumont,3126604,343.0262929915291
Cachoeira de Pajeú,3102704,343.0557186448769
Pintópolis,3150570,343.1789330208846
Cônego Marinho,3117836,343.7870781953168
Jampruca,3135076,344.4911907626521
Bugre,3109253,344.79903275298
Januária,3135209,347.2368317463735
Alvorada de Minas,3102407,347.4519444712381
Riacho dos Machados,3154507,348.0109104968439
São Gotardo,3162104,348.01122684999837
Mantena,3139607,348.1739235852999
Catuti,3115474,348.5601636093059
Santa Cruz do Escalvado,3157401,348.7836198731046
Formoso,3126208,349.17437564975376
Gurinhatã,3129103,349.63641949075156
Monte Formoso,3143153,349.73385795710396
Guaraciama,3128253,350.4043993680203
Fruta de Leite,3127073,350.7357654040689
