,,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,GINI,TAXA_ALFAB,PROP_MENOS_DE_1_SM,PROP_1_A_2_SM,PROP_2_A_5_SM,PROP_5_A_10_SM,PROP_MAIS_DE_10_SM
Ipaba,3131158,322.0569109195404,365.7613120365089,456.3241519434631,468.6478365384618,533.7313211678837,636.9145438996584,630.7799264069263,726.023784269664,792.7155485611512,880.1338138385518,983.6795303254428,1168.0538402270863,1202.088595890411,1381.5792281219262,1359.4252788649724,1432.5320531622388,1487.2874272727245,1666.07,1789.74,1884.0,2087.29,2431.06,2951.65,3267.66,3394.47,3816.2,4507.15,5659.98,5919.68,6318.44,6912.98,7285.85,8035.34,8144.65,15104.0,15370.0,15929.0,16238.0,16544.0,14844.0,15351.0,15422.0,16692.0,16876.0,17037.0,17729.0,17902.0,18068.0,18225.0,18375.0,18438.0,0.086881018552848,0.0719229515147842,0.0323327980063396,0.0329286046602449,0.0863043169495538,0.0744574909275235,0.0234595164351173,0.0209362703240629,0.0170956398257466,0.029115252663267,0.0985059492432474,0.0914066973817764,0.0207717640280186,0.0220613368978596,0.0126461850815326,0.0068296535393723,0.0067255288592395,0.052634910180842,0.0418752252398941,0.042903386428154,0.0437131706706742,0.0592123170774938,0.0660281081331524,0.0814531928113576,0.0738686931885807,0.0750032640057635,0.0737732798420521,0.0699576971051739,0.0656239548070672,0.0624700421480852,0.058373052476279,0.0589917635060475,0.0558674282854846,0.0535975735663938,0.3261937018913879,0.3490959540362746,0.3769595215438045,0.3613150428482349,0.3102820630376671,0.3292728840833592,0.3745461121867561,0.3485063398033888,0.3471168211257988,0.380930953312649,0.3696871498601476,0.3561037349408189,0.4030757670371677,0.4079250934632677,0.4102606440635001,0.4281463213973361,0.4332243453032768,0.534290369374922,0.5371059065971402,0.5478042940217018,0.562043181820846,0.5442013287922035,0.5302415168559648,0.520541178566769,0.5566887164811289,0.5607842750426909,0.5161805141820318,0.4618492037914309,0.4868656030853183,0.5136824267867284,0.5116405171625937,0.5181014073489196,0.5091565896357378,0.5064525522710897,0.63,0.829,0.562,0.4056,89.6,0.3327571305099395,0.1756698357821953,0.083549409392106,0.009435321233074,0.0010803802938634
Ipanema,3131208,353.9123041997729,414.3383979656702,426.189538106236,462.9276180698154,547.0132096474952,580.0308207993127,632.7618582002326,762.2950455501052,862.4103364116078,1103.138097560976,971.5831781441972,1051.966787768695,1147.8550464489083,1238.3196586599247,1470.321016617793,1460.0669728000018,1534.7505021616223,2729.32,3170.78,3514.1,4205.32,5507.47,5409.19,5454.4,6705.12,6417.29,6785.04,8543.93,9661.36,10609.61,10405.69,10965.75,11656.52,10810.46,16477.0,16565.0,16751.0,16854.0,16956.0,17128.0,17778.0,17916.0,18169.0,18315.0,18455.0,19165.0,19318.0,19464.0,19603.0,19736.0,19717.0,0.0700487073086328,0.0831718062185171,0.0833075807306196,0.0725213590024501,0.0589550407985183,0.0663917883555898,0.0699414500438638,0.0734932323956151,0.0735673643866255,0.0785837777328294,0.07617735508645,0.0704994505824504,0.0743378825942308,0.0656326767835409,0.0703980927754571,0.0679177393651344,0.06026931911768,0.0935561045990207,0.0927707924801669,0.1134751186967593,0.1267209481821289,0.1915634492356009,0.1330374783179807,0.0786205974271007,0.1543534117130135,0.1098102721063933,0.0704302857320204,0.1139813872522736,0.1171135415193827,0.1076732841904631,0.0705370664306485,0.0813887567088511,0.0764979627256498,0.0483558205351228,0.486946670781473,0.4905926043356518,0.4735039734435759,0.4987481768211024,0.4779396582775471,0.4853181088994756,0.4922459599086531,0.4609046217323422,0.455141487174721,0.476464127516168,0.4848077492386546,0.4916679443919833,0.5021034705530087,0.5196602758006805,0.4918187450800434,0.4829650857499946,0.4766286742223494,0.3494485173108734,0.3334647969656641,0.3297133271290451,0.3020095159943183,0.2715418635057702,0.3152526126241644,0.3591919813938289,0.3112487431355902,0.3614808763322601,0.3745218090189821,0.3250335152361503,0.3207190635061834,0.3158853679050424,0.3441699757097718,0.3563944054356482,0.3726192121592211,0.4147461861248476,0.67,0.848,0.586,0.5237,87.0,0.4463932648765865,0.1247528541361056,0.0593150073346514,0.0160724536003571,0.0050385866445564
Ipatinga,3131307,698.2629318499443,751.8510064819083,924.4502475193214,918.1477588396816,995.6459060443916,1029.0434902824322,1132.5968304145078,1234.9064420600944,1322.5668484406144,1468.1502536337216,1529.966574303828,1765.4177297561992,1811.4188033623736,1866.6208085317828,2007.4017478073788,2067.710870248606,2179.259099149757,14336.64,16436.67,23543.98,22625.49,24848.6,28177.02,31950.2,27615.26,31443.67,33665.21,36065.59,37637.77,35793.37,32957.67,32701.76,37008.21,43773.18,219319.0,222485.0,229133.0,232812.0,236463.0,238397.0,241720.0,244508.0,239177.0,241539.0,243541.0,253098.0,255266.0,257345.0,259324.0,261203.0,261344.0,0.000377415455677,0.000349840599365,0.0001849481628598,0.0001275421797306,0.0002657509509346,0.000146589506626,0.0001170398010369,0.000245916929261,0.0003499395724608,0.0001543795318533,0.0001387217661251,8.876455644074299e-05,0.0001328022990226,0.0001358343228841,0.0001484632673237,0.0001103280063874,0.0001001207146212,0.5744074875430463,0.588921156260993,0.6365854394689952,0.6126727959528341,0.584678079097758,0.5852404374889749,0.6075947163866598,0.5327266987794156,0.4987945785140065,0.5097120799121366,0.4956668996542287,0.4998912709381809,0.4562419984799248,0.3956616716088778,0.3897895447015296,0.4093328354429869,0.4611167228585905,0.3323179456089041,0.3257477256984164,0.297630636271829,0.3095574478282398,0.3356615777265303,0.3341281788508554,0.3150759020402874,0.371159400625117,0.4006876412695635,0.3906482653946783,0.4080330872151571,0.4045572087391774,0.4318752225731563,0.4771074127715708,0.4768176969380128,0.4660674464291111,0.4291597787698581,0.0928971513923724,0.0849812774412255,0.0655989758700635,0.0776422140391954,0.0793945922247768,0.0804847941535436,0.0772123417720157,0.0958679836662062,0.1001678406439692,0.0994852751613317,0.0961612913644889,0.0954627558869527,0.1117499767726361,0.1270950812966671,0.1332442950931338,0.1244893901215144,0.1096233776569301,0.752,0.864,0.705,0.5236,95.3,0.2188988397144209,0.2079819146161203,0.1455525606469002,0.0456723569931117,0.0144142055280217
Ipiaçu,3131406,385.14889943074,405.10969125214376,441.8692295597485,501.0590654205607,560.1821449275361,627.4688375000006,809.0001438848917,793.4324616956077,823.6988228299642,913.8308540925264,992.9698252184772,1127.7020127388548,1197.3786951364189,1303.146318742986,1420.328674846626,1539.55634366925,1758.9668198874297,5327.97,7202.62,7604.36,8468.94,12288.9,9783.82,9966.85,10231.29,10903.29,14890.99,15167.62,14093.21,14443.16,17197.59,19437.08,22753.06,22215.76,4006.0,3996.0,3977.0,3966.0,3955.0,4191.0,4345.0,4374.0,4106.0,4114.0,4120.0,4250.0,4260.0,4269.0,4277.0,4285.0,4217.0,0.3679895562207231,0.4346617706989102,0.5111238471857426,0.4019449208425088,0.5309638273452079,0.4356419667887292,0.378781649955253,0.3581855501357417,0.3076323732429966,0.4207756456586727,0.3385825148007842,0.4714760747263971,0.472967838056851,0.3749051718828627,0.4224599138280577,0.4391982194022011,0.4425588360129564,0.0789964372498935,0.0683190716339228,0.0642095790170331,0.0643598734108789,0.0513033129575959,0.0537370147889256,0.0414461279340806,0.0522062140947815,0.0523034667098347,0.0553459441937835,0.0573852351819852,0.0498285374815771,0.0487593173852135,0.0491125942222909,0.0437578502174658,0.0486867359788451,0.0423469329351826,0.3037604714233859,0.2886193694255509,0.2496829504718266,0.3101003170431495,0.2589054515303192,0.2628965787492517,0.2797976225626857,0.278091567503214,0.2988383622430062,0.2480216395738049,0.298055071385524,0.288515643679702,0.2777357804139531,0.2814396081738249,0.2490383584474907,0.2412505614787049,0.2498703482549094,0.2492535351059973,0.2083998248172662,0.1749836233253976,0.2235948887034627,0.1588273866055544,0.2477244396730934,0.2999745995479806,0.3115166682662627,0.3412257746386798,0.2758567705737389,0.3059771786317065,0.1901797268848443,0.2005370473446635,0.2945426398305111,0.2847438899218317,0.2708644725702432,0.2652238827969516,0.68,0.814,0.61,0.4416,85.2,0.344509639564124,0.2006146968426934,0.0827046661078513,0.0106174909192511,0.0041911148365465
Ipuiúna,3131505,419.9816566626649,497.77898234683255,449.4809101796409,526.3441094527358,592.0152205005963,590.4745886344358,652.4099756690998,724.0100306983887,843.8263398253864,926.3144305464118,1055.437543352601,1159.113859964093,1199.629936745256,1318.7967617938266,1459.207995520715,1542.4545901639322,1555.0842216066455,3231.37,3367.25,3922.39,4670.12,5058.92,5753.78,6222.48,7203.43,8976.46,9550.75,10660.86,14609.31,12307.16,13351.83,16665.63,13121.62,13419.11,9212.0,9330.0,9577.0,9714.0,9850.0,9183.0,9501.0,9549.0,9522.0,9565.0,9607.0,9942.0,9991.0,10038.0,10082.0,10125.0,10039.0,0.2685192947066669,0.2581148152139887,0.2446169014872774,0.2903114111068192,0.3060776365488192,0.2271223817193212,0.2390392802763151,0.2516408698355625,0.2572367379082647,0.2114074439330495,0.2137812773756242,0.3144918381360809,0.2087922718200789,0.2035552895659636,0.2877288163075515,0.103831631727874,0.1122176126918902,0.0521186041573176,0.0451758067146558,0.0639542952854135,0.0614057484902381,0.0552941123573522,0.0578291594173526,0.0514984682214336,0.0668146748765274,0.0628462157152148,0.0711522636916834,0.0782019092238635,0.0670523262826594,0.0692433413521775,0.0674336175930615,0.067351197028266,0.0651267659054449,0.0579740825705363,0.3609598108133072,0.3804063670074454,0.4023320855103285,0.3787007217411789,0.360053906262672,0.4294722565876167,0.4047233909309544,0.4058880104027516,0.4234212322537803,0.441844451608691,0.4411564459755271,0.3980887003194367,0.4488330761050264,0.4547182845028543,0.3996747269065139,0.4955785034595248,0.5003150239524251,0.3184022903227082,0.3163030110639098,0.2890967177169803,0.2695821420605803,0.2785743238206398,0.2855762022757094,0.3047388428105157,0.2756564448851585,0.25649581412274,0.2755958524275553,0.266860367424985,0.2203671352618228,0.2731313193000914,0.2742928004104383,0.2452452597576685,0.3354630989071562,0.3294932807851483,0.723,0.866,0.516,0.5357,88.9,0.3658243080625752,0.1919374247894103,0.0980746089049338,0.0188929001203369,0.0060168471720818
Iraí de Minas,3131604,390.067028518859,458.3337875939845,555.1851084598694,567.8504160475479,676.5756127886327,713.3532357859532,811.4162404287896,917.5906290115536,1003.1297703412064,1274.393546592491,1208.9389838788463,1427.652921465965,1412.732788059704,1549.96254012561,1638.9515561066323,1769.4761777777787,1759.1739395700145,5610.98,6834.7,7224.23,7816.18,8242.05,9099.82,12243.53,11679.94,15082.83,19489.48,24245.18,26986.21,27795.31,25636.94,30876.16,30613.04,34558.27,6203.0,6343.0,6635.0,6797.0,6958.0,6295.0,6545.0,6605.0,6464.0,6511.0,6553.0,6795.0,6842.0,6886.0,6929.0,6969.0,6944.0,0.3166232687099607,0.2983724061283803,0.2954020015449595,0.2780617311292442,0.2625488164790993,0.3010642659515683,0.2558168066342972,0.2613718400370774,0.2331750894110531,0.2544435084696405,0.2573262879609999,0.2076698708496154,0.2577548358930047,0.2201314837631188,0.2976518325610334,0.1727094355995562,0.1608761378308369,0.0981937326518125,0.0947141306982639,0.0953278880976437,0.1051428153542766,0.0894043063177483,0.1012824112744405,0.093468887150725,0.0991202132178211,0.1897096738859874,0.2292025915565688,0.218132897215175,0.2374041102757853,0.2308774548414364,0.199961224590687,0.2188829467718384,0.2693752328375534,0.2369868079822977,0.3828315003501089,0.4174714457867757,0.4260163854556456,0.4108125617827027,0.4293914756363791,0.3590005002403628,0.4464902538577967,0.4308435864372809,0.3922756362843181,0.3586404464002971,0.3880180945387141,0.4116174366863687,0.366656712901665,0.4070484417191674,0.3375714351360423,0.3938551107569088,0.4492406842784081,0.2023514982881178,0.18944201738658,0.1832537249017511,0.20598291252116,0.2186553824478917,0.2386528412258173,0.2042240523571811,0.2086643603078204,0.1848396004186413,0.1577134621983995,0.1365227202851108,0.1433085761200431,0.1447109963638937,0.17285885616824,0.1458937804394185,0.1640602208059816,0.1528963746442441,0.705,0.847,0.563,0.4839,92.2,0.4,0.1885350318471337,0.0908098271155596,0.0187443130118289,0.0094631483166515
Itabira,3131703,708.2956300301255,544.4625614526512,878.0540517214304,957.8864336599676,1056.9634719655005,1184.0856228472906,1276.2573295344569,1406.2715107140557,1410.028262842652,1576.5205285166298,1697.5646218352356,1773.3486109484131,1925.4617342730871,2163.215041247415,2240.847100208866,2591.746698542714,2087.593515238987,12141.29,13793.93,18535.96,21402.73,19399.47,20355.54,27825.9,20613.41,37764.65,47468.59,49850.98,53425.17,48327.47,32294.15,31453.37,43787.51,55589.45,100998.0,102239.0,104846.0,106289.0,107721.0,105159.0,109380.0,110419.0,109551.0,110663.0,111514.0,115817.0,116745.0,117634.0,118481.0,119285.0,119186.0,0.0043790137014137,0.0039781158983738,0.0047166727702119,0.0068170718783492,0.007029451731299,0.0041282877230819,0.0031725223932923,0.003678910901465,0.0030423242921022,0.0021380594549244,0.0019129374423694,0.0029035164439249,0.0026471721863368,0.0036843886231283,0.0038768654267569,0.0030403507188993,0.0027156088767191,0.5474038868139806,0.5737786664491281,0.6143613191060177,0.6338207794254023,0.5625730681803186,0.5317635263936517,0.6021113005527344,0.5015298452833508,0.6323900463410583,0.6544535942397902,0.6302361019941113,0.6249105065898382,0.593681157478547,0.4554184741360853,0.4399247220101735,0.5431764751223771,0.5855086175832332,0.341074739710576,0.3261161204707526,0.3044358470072999,0.2886047026239166,0.3447510277111667,0.3634770299631891,0.3098162124541289,0.371566828977579,0.2905881597707747,0.2776384662535404,0.2984001242117278,0.3016276041005097,0.3193491918811445,0.3985768166712775,0.4076622117957623,0.3454192871873347,0.3263199065394616,0.1071423597740296,0.0961270971817452,0.0764861611164705,0.0707574465357864,0.0856464518669488,0.1006311554198605,0.0848999645998442,0.1232244153110484,0.0739794695960647,0.0657698798524209,0.0694508361617603,0.0705583728657271,0.0843224784539718,0.1423203202910027,0.148536201051244,0.1083638869713887,0.0854558671571805,0.729,0.873,0.678,0.5212,94.1,0.2938788815630356,0.1775976108604898,0.1242310482980535,0.0346383166661408,0.010315782832266
Itabirinha,3131802,412.8739466666667,473.51006711409417,575.6420883534132,716.1944827586211,670.7467833333329,750.5988592592602,827.0208133472362,899.8160061919507,817.3783029001074,897.8432969215497,992.1063099315056,1112.0481288819867,1171.4261929307804,1282.3784433285537,1388.3348864526242,1466.3925019186474,1544.4242164441312,2082.65,2410.41,2935.34,3482.44,4132.69,3628.19,4173.48,4288.83,5025.96,5200.19,6471.81,6616.16,6630.93,7667.63,8798.04,8517.39,9852.75,9725.0,9685.0,9603.0,9558.0,9513.0,10338.0,10734.0,10819.0,10692.0,10760.0,10826.0,11224.0,11297.0,11367.0,11434.0,11498.0,11446.0,0.1478501670789843,0.1289886482806836,0.1238944415142106,0.1010545686746484,0.098983537773838,0.0846406003764471,0.1001019584675246,0.065735876299132,0.0561456756511075,0.0716819553187639,0.0700058490636207,0.0674211084087283,0.0865667277434344,0.0853507228126681,0.0863469685439976,0.0343304956122592,0.0581211911869129,0.0655754224902709,0.0626360090519382,0.0673011702709303,0.0870889895710386,0.0762134919278235,0.0827678743798325,0.0827133008929154,0.0891437767053319,0.112326766130345,0.0996482057289828,0.1236918834781044,0.0792641238781917,0.0879261369401986,0.0821245553660212,0.0845092664848601,0.0779205519732104,0.1024457045430342,0.335163543600427,0.3732451290637131,0.3939160289845788,0.4018496567656932,0.4487221348664095,0.3760065141320275,0.3738852910298713,0.3758645845034105,0.3747970610148822,0.3434701009907436,0.3777400827208766,0.4107714048620063,0.3854116337760452,0.3774344687205362,0.396287646981538,0.4113988794422173,0.4035599767482407,0.4514109191250279,0.4351302595992862,0.4148883592302803,0.4100067849886196,0.3760808354319289,0.4565850391637306,0.4432994496096886,0.4692557624921255,0.4567305167482722,0.4851997379615096,0.428562184737398,0.4425433489324258,0.4400955015403216,0.4550902413134918,0.4328561179896041,0.476350072972313,0.4358731275218121,0.625,0.838,0.531,0.4904,81.4,0.4648950131233595,0.109251968503937,0.0399168853893263,0.009514435695538,0.0043744531933508
Itabirito,3131901,577.8545753588486,593.8049411956873,718.3403755868536,775.2597341408963,842.479013855877,933.455247341846,1050.387241129608,1112.8106101048556,1048.3938370192366,1276.1549333762216,1424.562414691946,1808.1794626074595,2023.5149948177016,2066.5316342512947,2100.3912041248004,2359.3087457504826,2340.5057739649355,11711.1,13708.29,17317.05,18187.69,16997.49,19887.79,22927.09,20025.31,41318.68,54556.02,60929.15,82824.88,76034.88,58674.8,55413.13,77543.27,97764.71,39123.0,39691.0,40882.0,41541.0,42195.0,41522.0,43314.0,43832.0,45484.0,46029.0,46589.0,48614.0,49203.0,49768.0,50305.0,50816.0,51281.0,0.0039418354345704,0.0045381689868207,0.003791100668112,0.0038336929880498,0.005285211929838,0.0064238536387975,0.006282159866731,0.0093607774240267,0.0035193664623922,0.0028482569344197,0.0029862969356742,0.0025652374110212,0.0022458221527192,0.0027041410413595,0.0030697230850863,0.0012248574324806,0.0008886016369373,0.5416055381136187,0.5698188488545215,0.6011474233915218,0.5943534626265772,0.5342888154955125,0.5262141349740026,0.5466071561812682,0.4803625875050399,0.6464119473512757,0.672289146444517,0.6546539137880727,0.6865054284415062,0.6519588882237668,0.5757699705035657,0.5590312793033075,0.631717586782178,0.6419966149233798,0.3386499362018705,0.3135531376665875,0.2975673948188143,0.2919029034695168,0.3327816161166999,0.3311911604247521,0.3210590312389826,0.361331282281333,0.2749296476457952,0.2613927211914372,0.2786134711038059,0.2578547013343165,0.276033072937295,0.3274615335577374,0.3355486525556091,0.2894810043609319,0.2903585398996898,0.1158026902499402,0.1120898444920703,0.09749407958497,0.1099099409158562,0.1276443579773099,0.1361708509624477,0.1260516527130181,0.1489453527896003,0.0751390385405369,0.063469875429626,0.0637463181724472,0.053074632554134,0.0697622169675018,0.0940643548973373,0.1023503450559968,0.0775765514244094,0.066756243539993,0.737,0.828,0.638,0.4829,96.3,0.2428480448350528,0.2358935167494586,0.1503757483123169,0.0308750477646159,0.0086613170296777
Itacambira,3132008,594.326400437636,608.3718045530269,1387.6679596515355,404.885694915254,589.982650602409,683.7860753736188,720.7964716981123,921.2194541231116,906.992151215122,1010.977160826596,1037.450751811593,1243.2666707466335,1163.1992541196887,1344.5456062176163,1501.0598917322825,1717.219402480272,1968.8756017830608,1957.21,2477.07,2748.91,3526.57,4261.65,3236.92,3995.19,4218.26,5904.28,6398.91,22687.29,13577.48,11288.76,10155.63,10886.37,10803.44,10978.18,4085.0,3865.0,3404.0,3149.0,2896.0,5018.0,5238.0,5303.0,4982.0,5022.0,5053.0,5241.0,5276.0,5310.0,5343.0,5374.0,5353.0,0.2198323949031729,0.2553325545449113,0.293296511955577,0.2596451235100169,0.2534083891501591,0.2233482266553573,0.2110866270439207,0.211895043587268,0.3005798852636973,0.3709304639376606,0.8028097484125072,0.6274650213560378,0.52717169941725,0.4314904383359405,0.4375555160711587,0.4140774751260121,0.3826110982339032,0.0330449269436923,0.028024803268688,0.0221196372289593,0.0353846106320646,0.0328793471690134,0.0323143558534944,0.028473831717159,0.0478727543083723,0.0535315069836963,0.0236508699094189,0.0084112481872626,0.0142433796698743,0.0174493400087527,0.0206296332630143,0.0186876952096023,0.0176285488746836,0.0188897359447723,0.1969192125682987,0.193925496628158,0.1874777957098059,0.210339969807965,0.2221992155372433,0.1738301958353346,0.2035428692191455,0.2261489324208242,0.1963889898197185,0.153312662220844,0.0576539415858431,0.0984551289243467,0.1314585410449638,0.1506306859421628,0.1541093257960475,0.1454363421904652,0.1553830479734261,0.5502033302928719,0.5227171455582426,0.4971060551056576,0.4946302960499534,0.4915130481435841,0.5705072216558136,0.5568966720197747,0.5140832696835355,0.4494996179328879,0.4521060039320764,0.131125061814387,0.259836470049741,0.3239204195290334,0.3972492233989666,0.389647445199522,0.422857633808839,0.4431161178478983,0.57,0.791,0.55,0.4992,85.7,0.3501991098617943,0.1051768564066526,0.0288123682361208,0.0051534317170297,0.0002342468962286
Itacarambi,3132107,319.4408771168051,492.1921519861833,477.1772247360482,484.01740885416655,561.2282661448145,608.1480197670319,672.6392955847642,760.0537341370563,820.7817220861051,834.2470563818757,918.0041764147948,1045.255722120659,1177.7442501481914,1375.396239643084,1386.2437694704045,1803.0463315629768,1610.2203285420967,2573.65,2596.68,2882.22,3177.45,3529.46,4130.32,4810.09,5274.13,5732.04,6437.75,7503.22,8416.75,9296.48,9591.91,9991.39,10265.49,10538.06,17940.0,18165.0,18638.0,18899.0,19159.0,17626.0,18200.0,18261.0,17739.0,17741.0,17761.0,18316.0,18350.0,18383.0,18414.0,18443.0,18142.0,0.1356341849138666,0.0925117489133924,0.1036726056966259,0.1083502657140961,0.1118300781630116,0.1234208511335973,0.1017209100619592,0.0815167065698723,0.0788412341780839,0.0807344654370701,0.1054205857506483,0.1007225897019767,0.1078521532656058,0.0929237763981602,0.1055785855984133,0.072651457141945,0.0661970693212208,0.1124869365660489,0.111790451563214,0.1271611915005821,0.1021091618679723,0.1186010025604367,0.1349635030916566,0.1313868702133568,0.1197156578818654,0.1232047021549236,0.1148896435242572,0.1049706552014974,0.0974916571213962,0.095489646455382,0.0895595036815109,0.0638555845336283,0.0825857373475928,0.0764341373678822,0.3156663639622142,0.3289380466667328,0.3209817066630543,0.3189105751483576,0.3134666802832272,0.2912189738637776,0.2920105194666693,0.325217973456069,0.3335171519303355,0.3395704423695634,0.3532714731158254,0.3502924976905712,0.3490594200232517,0.3592868658946837,0.3644678911957235,0.3705546844223164,0.401749663745203,0.4362125145578702,0.4667597753608164,0.4481844961397377,0.4706299972695739,0.4561022389933244,0.4503966719109684,0.4748817002580147,0.4735496510487686,0.4644369117366569,0.4648054392513401,0.4363372859320288,0.4514932554860559,0.4475987864518722,0.4582298600576506,0.4660979329267338,0.4742081267500429,0.4556191295656939,0.593,0.787,0.564,0.51,84.5,0.3866989954970558,0.0970557672324212,0.0397644613785937,0.0056113612746795,0.0020090058884655
Itaguara,3132206,389.6528971459345,493.9994414764449,510.0292098214273,562.3599027552665,657.5733526730207,742.9997031611404,737.0592941573778,818.0670844594582,791.7683074484934,865.121029286324,1012.4024516480532,1104.261685452163,1199.940523952101,1310.7146816976165,1414.251275149535,1465.457135264413,1542.740712637784,4058.77,4868.23,6701.4,7109.2,8040.92,9464.18,10492.93,8592.87,9242.9,11233.06,13635.69,13714.8,15252.69,16329.35,17709.67,20115.76,20733.73,11435.0,11496.0,11626.0,11697.0,11768.0,12292.0,12812.0,12956.0,12371.0,12455.0,12534.0,12999.0,13087.0,13172.0,13253.0,13329.0,13278.0,0.1012128915545775,0.1147871070983447,0.1022049781796832,0.0859808752090949,0.0880387795974079,0.0778805942099374,0.078446484020522,0.0879867037619424,0.0907193732567782,0.085519313190317,0.075584873369637,0.0797475419445349,0.077913101562353,0.063594985762619,0.0763690715047204,0.0732868930247565,0.0622427908611422,0.1725587411660697,0.1786549971062706,0.2707873012881157,0.2587429957135999,0.2375589686630609,0.310291207916739,0.285132459282596,0.156058176671598,0.0906291669308047,0.079072926959649,0.1548215572247377,0.1342369885816153,0.1446593576297141,0.1681316361559452,0.1601706984843834,0.1700382652375621,0.1548717948635136,0.4711282184617379,0.4709262638120408,0.4413023925465513,0.4509997458764416,0.472188445056022,0.4168578558173967,0.4359699070611245,0.5099912837915054,0.5533939230954051,0.5855646886764968,0.5466071723575191,0.5445153548868646,0.5374698650404796,0.5189092790009807,0.5247822929648706,0.5272190537983844,0.547721679550364,0.255100172243499,0.235631612471987,0.1857053138942073,0.2042763698910872,0.202213806683509,0.1949703420559268,0.2004511578774085,0.2459638455324864,0.2652575367170118,0.249843071173537,0.2229863970481062,0.2415001145869852,0.2399576757674531,0.2493640990804549,0.2386779323691652,0.2294557920676619,0.2351637387621031,0.697,0.836,0.567,0.4414,92.5,0.4016991411949395,0.2120232708468002,0.090128359035922,0.0195770615938683,0.0061870902207036
