NOME_MUN,EXP_VIDA_AO_NASCER,MORTALIDADE_INFANTIL,IDHM,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,ANO,REND_MEDIO_FORMAL,TRANSF_PER_CAPITA_BOLSA_FAMILIA,GINI,TAXA_ALFAB,PROP_MENOS_DE_1_SM,PROP_1_A_2_SM,PROP_2_A_5_SM,PROP_5_A_10_SM,PROP_MAIS_DE_10_SM
Moeda,73.01,18.6,0.638,0.657,0.8,0.494,2010,,,0.4385,92.5,0.3945679012345679,0.1753086419753086,0.0822222222222222,0.017037037037037,0.0039506172839506
Moema,75.87,14.0,0.721,0.703,0.848,0.629,2010,,,0.3857,94.0,0.3883189940436797,0.2352746525479814,0.1125082726671078,0.0236598279285241,0.0062872270019854
Monjolos,74.16,16.7,0.65,0.612,0.819,0.548,2010,,,0.48,85.4,0.4927463731865933,0.1020510255127563,0.0335167583791896,0.0105052526263131,0.0030015007503751
Monsenhor Paulo,75.32,14.8,0.721,0.682,0.839,0.654,2010,,,0.4054,89.9,0.3722523551241792,0.2502141021981159,0.0789323437053953,0.0152726234656009,0.004282043962318
Montalvânia,72.96,18.7,0.613,0.586,0.799,0.492,2010,,,0.5439,80.7,0.4351489617815227,0.0754589226602467,0.0346825157989768,0.005792958170328,0.0018055973517905
Monte Alegre de Minas,75.86,14.0,0.674,0.699,0.848,0.516,2010,,,0.4905,89.6,0.3739789964994165,0.2001750291715286,0.0841306884480746,0.0197199533255542,0.0061260210035005
Monte Azul,73.63,17.5,0.659,0.611,0.811,0.578,2010,,,0.5191,79.5,0.520742130498228,0.0778090473212424,0.0295497185741088,0.0078173858661663,0.0014592453616843
Monte Belo,75.82,14.1,0.688,0.677,0.847,0.567,2010,,,0.4575,90.2,0.3667305013927576,0.2013405292479108,0.0772980501392757,0.0141887186629526,0.0040041782729805
Monte Carmelo,77.1,12.3,0.728,0.716,0.868,0.62,2010,,,0.4979,93.0,0.3493031138542483,0.2002377760352111,0.0924291098575873,0.0210457086484709,0.0067791465358055
Monte Formoso,70.92,22.4,0.541,0.523,0.765,0.396,2010,,,0.5906,75.2,0.4263013698630137,0.0671232876712328,0.0221917808219178,0.0027397260273972,0.0016438356164383
Monte Santo de Minas,77.46,11.8,0.71,0.689,0.874,0.595,2010,,,0.4233,88.4,0.4090321886101841,0.1995909139842825,0.0698137582086338,0.0167940574873506,0.0060824631284314
Montes Claros,77.07,13.04,0.77,0.707,0.868,0.744,2010,,,0.5391,94.2,0.3232250222834454,0.1707770845150312,0.091720281986873,0.0298160602868487,0.0118175188396402
Monte Sião,77.69,11.5,0.724,0.732,0.878,0.59,2010,,,0.4478,93.3,0.3151825055758037,0.311157047271936,0.1112440842082358,0.0256758962084534,0.0072349453299243
Montezuma,73.55,17.6,0.587,0.587,0.809,0.425,2010,,,0.4578,80.3,0.472880805456317,0.0917505683663527,0.0261448522247482,0.002760636570315,0.0016239038648911
Morada Nova de Minas,74.79,15.7,0.696,0.688,0.83,0.59,2010,,,0.4569,91.5,0.3873823240129267,0.2003653224673317,0.0764367008571027,0.0172825628776169,0.0071659407053533
Morro da Garça,73.97,17.0,0.648,0.619,0.816,0.538,2010,,,0.4732,90.5,0.4343389529724933,0.1024844720496894,0.0297249334516415,0.0053238686779059,0.0031055900621118
Morro do Pilar,73.55,17.6,0.597,0.622,0.809,0.422,2010,,,0.485,77.5,0.4915311653116531,0.127710027100271,0.0331978319783197,0.0074525745257452,0.0037262872628726
Munhoz,74.25,16.5,0.647,0.634,0.821,0.52,2010,,,0.4901,90.6,0.4049079754601227,0.1667596207473508,0.0554006320877486,0.0083658672615727,0.0033463469046291
Muriaé,76.18,14.7,0.734,0.731,0.853,0.634,2010,,,0.5167,92.9,0.3611256574303864,0.2003711208761185,0.1050294847567223,0.0292798433551148,0.0096878486373261
Mutum,74.3,16.4,0.644,0.635,0.822,0.511,2010,,,0.496,83.6,0.4309000396493238,0.1337503854795365,0.0464337636019207,0.0112780298691572,0.0042733160051103
Muzambinho,76.51,13.1,0.74,0.723,0.859,0.652,2010,,,0.4675,94.3,0.3407096954456552,0.1899972059234423,0.104777870913663,0.0306230790723665,0.0099469125454037
Nacip Raydan,74.85,15.6,0.585,0.64,0.831,0.377,2010,,,0.6059,80.0,0.5026315789473684,0.0928571428571428,0.0466165413533834,0.006766917293233,0.0056390977443609
Nanuque,76.02,13.8,0.701,0.666,0.85,0.609,2010,,,0.5149,85.9,0.4048809934460158,0.1420892261699436,0.0672645739910313,0.0203230999195124,0.0077038059100839
Naque,74.32,16.4,0.675,0.632,0.822,0.592,2010,,,0.4389,86.3,0.3502898821769216,0.1630821021133345,0.0691976809425846,0.0087899756873012,0.0013091453151299
Natalândia,75.78,14.2,0.671,0.641,0.846,0.557,2010,,,0.4083,87.3,0.4225607544432354,0.1799056945955749,0.0573086688429452,0.0101559666303953,0.0021762785636561
Natércia,73.28,18.1,0.693,0.677,0.805,0.612,2010,,,0.4043,90.9,0.4409772617319787,0.1613449443638122,0.065795839380745,0.0166908563134978,0.0053217223028543
Nazareno,74.82,15.6,0.69,0.662,0.83,0.597,2010,,,0.4796,92.0,0.4082287715202801,0.1329150860811205,0.0590895827254158,0.0145900204260285,0.0048147067405894
Nepomuceno,74.3,16.4,0.667,0.658,0.822,0.549,2010,,,0.4488,89.6,0.4304316481932054,0.1501757231684239,0.0563665855636658,0.0136973956925295,0.0050914661620257
Ninheira,72.01,20.4,0.556,0.525,0.784,0.418,2010,,,0.5275,69.2,0.4144449830344159,0.0487154629180804,0.0139360155113911,0.0016965584100824,0.0002423654871546
Nova Belém,71.06,22.2,0.592,0.563,0.768,0.481,2010,,,0.5147,78.4,0.4448353054045411,0.0777102654301247,0.0239846498241125,0.003837543971858,0.0012791813239526
Nova Era,74.48,16.2,0.709,0.675,0.825,0.639,2010,,,0.474,93.7,0.3070076386582531,0.1556293590169379,0.1085353703088674,0.0306210561275323,0.0061773497177017
Nova Lima,78.1,11.67,0.813,0.864,0.885,0.704,2010,,,0.6914,97.3,0.2102792506185931,0.2255920820077766,0.1384941675503711,0.048723930717568,0.0544927536231884
Nova Módica,71.72,20.9,0.63,0.61,0.779,0.527,2010,,,0.5078,78.5,0.4598880597014925,0.0948383084577114,0.0457089552238806,0.0108830845771144,0.0031094527363184
Nova Ponte,75.08,15.2,0.701,0.734,0.835,0.562,2010,,,0.5315,92.0,0.2654990269669168,0.2285237698081735,0.1374293392642016,0.0288203132239829,0.0086182930219627
Nova Porteirinha,73.63,17.5,0.641,0.584,0.811,0.556,2010,,,0.4077,83.4,0.4936934023285899,0.1049482535575679,0.0276520051746442,0.0038809831824062,0.0011319534282018
Nova Resende,75.33,14.8,0.671,0.687,0.839,0.525,2010,,,0.4655,92.6,0.4002753135515448,0.1549403487304986,0.0789996940960538,0.0231722239216885,0.0055827470174365
Nova Serrana,76.82,12.7,0.715,0.709,0.864,0.597,2010,,,0.3606,95.5,0.2346364182204696,0.4241435827531928,0.1098940330720672,0.016130340944128,0.0037810557746296
Nova União,74.06,16.8,0.662,0.624,0.818,0.568,2010,,,0.4223,88.8,0.4230930427493713,0.1515088013411567,0.0555322715842414,0.0081726739312657,0.0025146689019279
Novo Cruzeiro,72.83,18.9,0.571,0.562,0.797,0.415,2010,,,0.5383,75.8,0.4083252740167634,0.0717279174725983,0.02498388136686,0.0047952933591231,0.001249194068343
Novo Oriente de Minas,70.26,23.8,0.555,0.568,0.754,0.4,2010,,,0.5621,72.4,0.393866020984665,0.0717168223221492,0.0239824743456704,0.003228410008071,0.001153003574311
Novorizonte,73.26,18.2,0.616,0.582,0.804,0.5,2010,,,0.4386,80.7,0.4871115393880992,0.0958805107203083,0.0260178270296314,0.0031317754757889,0.0007227174174897
Olaria,74.37,16.3,0.636,0.638,0.823,0.49,2010,,,0.4222,83.7,0.4948921679909194,0.1407491486946651,0.0437003405221339,0.0079455164585698,0.0022701475595913
Olhos-d'Água,73.72,17.4,0.626,0.607,0.812,0.498,2010,,,0.4617,84.0,0.4572559981365013,0.1185651059864896,0.0258560447239692,0.0025623107384113,0.0013976240391334
Olímpio Noronha,73.56,17.6,0.674,0.656,0.809,0.577,2010,,,0.4065,87.3,0.4290859972985142,0.1373255290409725,0.0702386312471859,0.0103556956325979,0.0018009905447996
Oliveira Fortes,72.61,19.3,0.635,0.616,0.794,0.523,2010,,,0.4416,84.7,0.4241119483315393,0.1501614639397201,0.057588805166846,0.0048439181916038,0.0026910656620021
Oliveira,75.51,14.6,0.699,0.691,0.842,0.587,2010,,,0.458,94.3,0.3920958501759385,0.1727106173844766,0.0851775380230901,0.0247477244307441,0.0084334196062465
Onça de Pitangui,73.33,18.0,0.663,0.646,0.806,0.559,2010,,,0.4376,90.1,0.426481909160893,0.165896843725943,0.0450346420323325,0.0115473441108545,0.001924557351809
Oratórios,74.42,16.2,0.637,0.627,0.824,0.5,2010,,,0.3952,85.7,0.4201352757544225,0.1706555671175858,0.0465660770031217,0.005723204994797,0.0028616024973985
Orizânia,71.67,21.0,0.562,0.551,0.778,0.414,2010,,,0.5562,85.7,0.4823161704227669,0.0733673301529856,0.0259911169600263,0.0034545155453199,0.0003290014805066
Ouro Branco,77.31,12.0,0.764,0.753,0.872,0.68,2010,,,0.5211,95.7,0.2431132631027939,0.1747039193875548,0.1449977098737158,0.0448537590787149,0.0196296538637702
Ouro Fino,76.66,12.9,0.722,0.703,0.861,0.622,2010,,,0.4623,92.0,0.3441333525761293,0.2355679030163082,0.096298167123683,0.0228748737191513,0.0079015730985712
Ouro Preto,75.03,15.3,0.741,0.721,0.834,0.677,2010,,,0.5109,95.4,0.2932272749683632,0.1862211777080217,0.1128239683139678,0.0286127500123259,0.0123424326589642
Ouro Verde de Minas,72.35,19.7,0.595,0.582,0.789,0.459,2010,,,0.5188,75.5,0.4384676458912266,0.0803890432711393,0.0317586343787217,0.0045653036919412,0.001389440254069
Padre Carvalho,72.71,19.1,0.599,0.575,0.795,0.471,2010,,,0.4454,76.4,0.4316749945687595,0.0829893547686291,0.0225939604605691,0.0021724961981316,0.0006517488594394
Padre Paraíso,72.83,18.9,0.596,0.556,0.797,0.478,2010,,,0.551,80.0,0.4028545711714028,0.0696926835540697,0.0298315545840298,0.0054648321975054,0.001028674296001
Paineiras,74.41,16.2,0.669,0.691,0.824,0.526,2010,,,0.4626,90.0,0.394356005788712,0.1905451037144235,0.077424023154848,0.0164013506994693,0.0050651230101302
Pains,77.43,11.8,0.728,0.717,0.874,0.616,2010,,,0.4676,93.2,0.3576319543509272,0.2196861626248216,0.0975748930099857,0.0225392296718972,0.0065620542082738
Pai Pedro,70.62,23.0,0.59,0.52,0.76,0.52,2010,,,0.4678,72.3,0.4459076175040519,0.0536871961102106,0.0135737439222042,0.0020259319286871,0.0002025931928687
Paiva,75.72,14.2,0.72,0.657,0.845,0.672,2010,,,0.4476,88.2,0.4932480454868514,0.1492537313432835,0.0476190476190476,0.0085287846481876,0.005685856432125
Palma,75.45,14.6,0.703,0.663,0.841,0.623,2010,,,0.5087,89.7,0.4507115584866366,0.1273863241929885,0.0567511280805275,0.0173550850399166,0.0064213814647691
Palmópolis,69.29,25.8,0.565,0.559,0.738,0.437,2010,,,0.4627,73.4,0.5031500085135365,0.069129916567342,0.026732504682445,0.0059594755661501,0.0005108121913843
Papagaios,74.96,15.4,0.666,0.65,0.833,0.545,2010,,,0.5014,91.7,0.4108618654073199,0.1585427559453533,0.0473098330241187,0.0121437004553887,0.003204587620172
Paracatu,76.22,13.5,0.744,0.704,0.854,0.685,2010,,,0.5151,93.1,0.2910317683441102,0.1859994377284228,0.1029659825695811,0.0276778183862805,0.0099381501265111
Pará de Minas,75.87,14.0,0.725,0.715,0.848,0.628,2010,,,0.4348,96.4,0.302083761456578,0.2440918992232131,0.1163399230063156,0.0263312920417026,0.0082884660172893
Paraguaçu,75.98,13.9,0.715,0.69,0.85,0.623,2010,,,0.4196,93.3,0.3762314573660967,0.2045634695957422,0.080002264749179,0.0188540369154116,0.0048692107349111
Paraisópolis,76.11,13.7,0.729,0.692,0.852,0.657,2010,,,0.4727,92.3,0.3236167181192116,0.2424008549038233,0.0879838518166706,0.0220850154357634,0.0055212538589408
Paraopeba,72.55,19.4,0.694,0.674,0.793,0.625,2010,,,0.4568,94.3,0.374389863952643,0.1950877557378751,0.0747221933741821,0.0132412503894485,0.0038944854086613
Passabém,72.23,20.0,0.642,0.631,0.787,0.533,2010,,,0.4183,83.6,0.4868505452212957,0.1391917896087235,0.0570878768441308,0.0134701731879409,0.0019243104554201
Passa Quatro,76.59,13.0,0.715,0.683,0.86,0.623,2010,,,0.4928,94.7,0.3612077258935839,0.1841189965218678,0.0811810848812254,0.0201287648930659,0.0066602530896174
Passa Tempo,73.46,17.8,0.687,0.676,0.808,0.594,2010,,,0.4979,92.9,0.4117566268369729,0.1766240900975141,0.061530009614064,0.0103007828594973,0.0056310946298585
Passa Vinte,73.53,17.7,0.648,0.662,0.809,0.507,2010,,,0.4592,87.7,0.4034028540065861,0.1679473106476399,0.0828759604829857,0.0170142700329308,0.0032930845225027
Passos,78.15,10.35,0.756,0.741,0.886,0.658,2010,,,0.4978,94.9,0.2629766777106477,0.2313064379912947,0.1366205418047164,0.0367699603715974,0.0140973169622555
Patis,72.23,20.0,0.614,0.55,0.787,0.534,2010,,,0.4725,79.5,0.4589704932155933,0.0781822097781606,0.0254146026276114,0.0032306698255438,0.0012922679302175
Patos de Minas,76.31,14.47,0.765,0.749,0.855,0.698,2010,,,0.5078,94.9,0.2857965624768596,0.2235130532083823,0.1242790498679458,0.0377238956401543,0.0152541117812096
Patrocínio do Muriaé,72.78,19.0,0.682,0.691,0.796,0.576,2010,,,0.4936,90.8,0.4214698950074995,0.1956288836511677,0.0724233983286908,0.016498821512749,0.0040711377758731
Patrocínio,76.14,13.6,0.729,0.723,0.852,0.628,2010,,,0.4991,94.0,0.2982217691697814,0.2219956960018122,0.1040604825008494,0.0273955147808358,0.0106892060255974
Paula Cândido,74.38,16.3,0.637,0.632,0.823,0.497,2010,,,0.4828,91.0,0.4674689732982324,0.0976557603108938,0.0378588441770089,0.0119092390623041,0.0025072082236429
Paulistas,72.44,19.6,0.625,0.593,0.791,0.521,2010,,,0.5212,82.3,0.4815988301242992,0.0796977821106507,0.0324153058737509,0.0063368267121618,0.0024372410431391
Pavão,73.77,17.3,0.627,0.599,0.813,0.507,2010,,,0.5296,78.8,0.4318525649841837,0.1008114427176454,0.0305322514097098,0.0089396231605006,0.0034383166001925
Peçanha,72.23,20.0,0.627,0.63,0.787,0.497,2010,,,0.5304,82.3,0.4756259153357974,0.1024478694469628,0.0385661482669642,0.0115768184671176,0.0032777739033405
Pedra Azul,72.79,19.0,0.627,0.596,0.797,0.518,2010,,,0.5473,82.2,0.4324365405076759,0.0845113239094087,0.0392156862745098,0.011349242539393,0.0027866443735116
Pedra Bonita,69.41,25.5,0.573,0.557,0.74,0.457,2010,,,0.5082,86.9,0.4546292880855773,0.0829952047215049,0.0239763924751014,0.0022132054592401,0.00073773515308
Pedra do Anta,74.26,16.5,0.624,0.636,0.821,0.466,2010,,,0.5486,82.3,0.4787878787878787,0.0804713804713804,0.0363636363636363,0.004040404040404,0.001010101010101
Pedra do Indaiá,75.6,14.4,0.708,0.688,0.843,0.611,2010,,,0.417,89.9,0.4051825677267373,0.2196702002355712,0.0756772673733804,0.0097173144876325,0.0041224970553592
Pedra Dourada,74.64,15.9,0.655,0.631,0.827,0.539,2010,,,0.5455,88.1,0.4143468950749465,0.1183083511777302,0.0503211991434689,0.0091006423982869,0.0032119914346895
Pedralva,73.39,17.9,0.675,0.677,0.807,0.563,2010,,,0.5591,92.0,0.4217085427135678,0.1263316582914573,0.060502512562814,0.0132663316582914,0.0037185929648241
Pedras de Maria da Cruz,72.22,20.0,0.614,0.564,0.787,0.521,2010,,,0.4679,79.6,0.4472361809045226,0.0695337150870632,0.0178800981652448,0.0033890382143274,0.0010517704803085
Pedrinópolis,76.29,13.4,0.729,0.719,0.855,0.631,2010,,,0.4861,90.6,0.3022400534938148,0.2213306586425944,0.1079906385824139,0.025075225677031,0.0133734536944165
Pedro Leopoldo,76.33,13.4,0.757,0.723,0.856,0.7,2010,,,0.4761,95.0,0.2858965300675145,0.2220325011775789,0.1269822578112733,0.0311469618464437,0.0112066258439315
Pedro Teixeira,72.61,19.3,0.637,0.587,0.794,0.555,2010,,,0.4185,89.6,0.3858064516129032,0.1341935483870967,0.0406451612903225,0.0051612903225806,0.0006451612903225
Pequeri,77.05,12.4,0.694,0.692,0.868,0.557,2010,,,0.443,92.5,0.4115732368896926,0.1956600361663653,0.0835443037974683,0.0177215189873417,0.0057866184448462
Pequi,73.47,17.8,0.674,0.672,0.808,0.564,2010,,,0.4329,92.4,0.3973453826602655,0.1861056198813894,0.0635413724936458,0.0155323354984467,0.0056481219994351
Perdigão,75.6,14.4,0.703,0.711,0.843,0.579,2010,,,0.3521,93.7,0.2694547379565908,0.3856537850714663,0.1134197988353626,0.0158814187400741,0.0046320804658549
Perdizes,77.8,11.4,0.723,0.752,0.88,0.571,2010,,,0.5539,92.6,0.2834502682624845,0.2097399917457697,0.1267849773008666,0.0287247214197276,0.0106479570780024
Perdões,77.69,11.5,0.744,0.71,0.878,0.661,2010,,,0.5421,93.2,0.345621332117828,0.1785653239131673,0.0889977779043929,0.0238732835735855,0.0058686114751296
Periquito,75.34,14.8,0.651,0.593,0.839,0.555,2010,,,0.4407,84.4,0.36295411905168,0.1222923418045369,0.0436636534197509,0.0066518847006651,0.0010233668770254
Pescador,74.85,15.6,0.656,0.615,0.831,0.552,2010,,,0.5331,82.7,0.402773764807859,0.0757006645478185,0.0349609939323894,0.0095348165270153,0.0028893383415197
Piau,74.42,16.2,0.629,0.647,0.824,0.467,2010,,,0.4228,87.1,0.4598888006354249,0.1525019857029388,0.0480540111199364,0.011914217633042,0.0055599682287529
Piedade de Caratinga,71.37,21.6,0.612,0.621,0.773,0.477,2010,,,0.4673,84.3,0.458277027027027,0.1194256756756756,0.0337837837837837,0.0079391891891891,0.0032094594594594
Piedade de Ponte Nova,73.14,18.4,0.639,0.616,0.802,0.528,2010,,,0.3874,85.6,0.426453488372093,0.1546511627906976,0.0470930232558139,0.0087209302325581,0.0020348837209302
Piedade do Rio Grande,74.22,16.6,0.678,0.64,0.82,0.593,2010,,,0.4664,87.3,0.4534071755357572,0.1235251625331085,0.0423790031302672,0.0103539609920539,0.0043342162292318
Piedade dos Gerais,75.42,14.7,0.626,0.645,0.84,0.453,2010,,,0.4856,86.6,0.4923267326732673,0.1294554455445544,0.0462871287128712,0.0069306930693069,0.0024752475247524
Pimenta,74.93,15.4,0.686,0.697,0.832,0.556,2010,,,0.4547,92.1,0.4090340514246004,0.1954134815844336,0.0715774843641417,0.0155663655316191,0.0036136205698401
Pingo-d'Água,69.63,25.0,0.619,0.603,0.744,0.529,2010,,,0.4411,84.3,0.4492911668484187,0.0951472191930207,0.0354416575790621,0.0057251908396946,0.0016357688113413
Pintópolis,72.96,18.7,0.594,0.56,0.799,0.469,2010,,,0.5477,84.5,0.4126956820918631,0.0774126956820918,0.019955272664717,0.0013762257010149,0.0008601410631343
Piracema,73.54,17.7,0.646,0.646,0.809,0.515,2010,,,0.4425,89.1,0.4329697396199859,0.1574595355383532,0.0471498944405348,0.0107318789584799,0.002990851513019
Pirajuba,76.46,13.2,0.723,0.748,0.858,0.588,2010,,,0.5324,91.8,0.2278609489977163,0.2060390763765541,0.1821872621162141,0.0261354986044151,0.0071047957371225
Piranga,72.96,18.7,0.6,0.585,0.799,0.461,2010,,,0.5215,89.6,0.4411203489164508,0.0844350551996728,0.0239198582526918,0.0064058879651083,0.0013629548861932
Piranguçu,73.36,18.0,0.685,0.666,0.806,0.599,2010,,,0.4668,90.1,0.4036131306455166,0.1749283983256223,0.0671954174928398,0.014540647719762,0.0066093853271645
Piranguinho,75.45,14.6,0.717,0.672,0.841,0.651,2010,,,0.4333,93.1,0.3493279375632316,0.1828298887122416,0.0911981500216794,0.0153201329671917,0.003902298019945
Pirapetinga,75.45,14.6,0.709,0.68,0.841,0.624,2010,,,0.4774,92.0,0.3616012351124834,0.202249669166299,0.0759814733127481,0.0163211292456991,0.0057344508160564
Pirapora,74.65,15.9,0.731,0.693,0.828,0.68,2010,,,0.5515,93.6,0.3313771257085695,0.1699233077692564,0.0893186617761476,0.0217183505612982,0.0076692230743581
Piraúba,75.56,14.5,0.684,0.673,0.843,0.564,2010,,,0.3714,91.1,0.4600042211903757,0.1826720135078092,0.073870831574504,0.0165681722245673,0.0029548332629801
Pitangui,77.22,12.1,0.725,0.711,0.87,0.617,2010,,,0.4795,94.3,0.3335649113056366,0.2103191144458339,0.0974016951507572,0.0204714927516094,0.0051873465795933
Piumhi,77.7,11.5,0.737,0.729,0.878,0.625,2010,,,0.4741,93.5,0.3505866361425097,0.2161611103162111,0.1060237516096723,0.0262913149234511,0.0091214766060952
Planura,76.1,13.7,0.712,0.711,0.852,0.597,2010,,,0.4409,92.3,0.2638443935926773,0.2516018306636156,0.1448512585812357,0.0291762013729977,0.0083524027459954
Poço Fundo,76.95,12.5,0.691,0.705,0.866,0.541,2010,,,0.4505,93.6,0.3767970817538087,0.1853944639153136,0.0880480652313854,0.0193834489664544,0.0072240898362062
Poços de Caldas,77.31,11.27,0.779,0.768,0.872,0.706,2010,,,0.5056,96.6,0.2144155193430902,0.2517555733377207,0.1580053396351997,0.0446390511303723,0.0179408751318082
Pocrane,72.91,18.8,0.626,0.614,0.799,0.5,2010,,,0.4667,82.8,0.4961957900076084,0.1001775297996449,0.0419731169160537,0.0078620339842759,0.0013948769972102
Pompéu,75.05,15.2,0.689,0.694,0.834,0.564,2010,,,0.5352,91.4,0.383529890199268,0.1848312322082147,0.0705571370475803,0.0178934526230174,0.0067100447336315
Ponte Nova,75.9,14.0,0.717,0.714,0.848,0.608,2010,,,0.5173,93.6,0.3479130817559726,0.1828004321901636,0.0936612109328104,0.0285525631277762,0.0104646044259474
Ponto Chique,72.81,18.9,0.606,0.565,0.797,0.493,2010,,,0.4594,85.5,0.4305427782888684,0.0840233057344373,0.0337319840539711,0.0039865072063784,0.0003066544004906
Ponto dos Volantes,71.88,20.6,0.595,0.564,0.781,0.478,2010,,,0.5371,75.4,0.437650404725443,0.0712098009188361,0.0226427477576022,0.0038284839203675,0.0007656967840735
Porteirinha,72.74,19.0,0.651,0.593,0.796,0.585,2010,,,0.5106,80.7,0.4933751202407919,0.0780091227852421,0.026003040928414,0.005988767182797,0.0018928227883451
Porto Firme,73.26,18.1,0.634,0.615,0.804,0.516,2010,,,0.4663,87.7,0.4864451246174027,0.1051595977262789,0.0306077831219938,0.0062308701355487,0.0019676432006996
Poté,73.52,17.7,0.624,0.584,0.809,0.515,2010,,,0.4834,77.1,0.4667480170835875,0.0926632092739475,0.0339383770591824,0.0067114093959731,0.0019829164124466
Pouso Alegre,77.33,11.58,0.774,0.755,0.872,0.704,2010,,,0.4917,96.3,0.2194774472126707,0.2545312238921476,0.150477966071884,0.0433115529720079,0.0176236248032292
Pouso Alto,75.81,14.1,0.71,0.736,0.847,0.573,2010,,,0.6336,92.1,0.3955805107770331,0.1800398478536497,0.0699148704944756,0.0159391414598804,0.0068828110849483
Prados,76.89,12.6,0.689,0.66,0.865,0.574,2010,,,0.4834,93.6,0.4463245492371706,0.1503467406380027,0.0502080443828016,0.0134535367545076,0.0042995839112343
