COD_MUN,ANO,VINCULOS_MEDIA
3163805,2012,438.1666666666667
3163805,2013,447.0833333333333
3163805,2014,416.0833333333333
3163805,2015,422.4166666666667
3163805,2016,421.5
3163805,2017,419.8333333333333
3163805,2018,446.8333333333333
3163805,2019,445.4166666666667
3163805,2020,441.9166666666667
3163805,2021,480.5833333333333
3163805,2022,485.5
3163805,2023,473.1666666666667
3163805,2024,471.6666666666667
3163805,2025,446.5833333333333
3163904,2007,391.6666666666667
3163904,2008,435.0833333333333
3163904,2009,422.4166666666667
3163904,2010,443.5833333333333
3163904,2011,446.5833333333333
3163904,2012,538.0833333333334
3163904,2013,508.75
3163904,2014,520.5833333333334
3163904,2015,500.9166666666667
3163904,2016,511.5
3163904,2017,520.25
3163904,2018,516.0
3163904,2019,505.5
3163904,2020,493.8333333333333
3163904,2021,512.4166666666666
3163904,2022,501.0
3163904,2023,505.8333333333333
3163904,2024,563.75
3163904,2025,573.8333333333334
3164001,2007,1503.25
3164001,2008,1537.6666666666667
3164001,2009,1765.5
3164001,2010,1713.0833333333333
3164001,2011,1808.5
3164001,2012,1833.9166666666667
3164001,2013,1859.8333333333333
3164001,2014,1838.6666666666667
3164001,2015,1843.0
3164001,2016,1874.3333333333333
3164001,2017,1894.4166666666667
3164001,2018,1907.25
3164001,2019,1891.4166666666667
3164001,2020,1925.6666666666667
3164001,2021,1975.9166666666667
3164001,2022,1968.9166666666667
3164001,2023,1973.6666666666667
3164001,2024,1959.8333333333333
3164001,2025,1937.1666666666667
3164100,2007,281.4166666666667
3164100,2008,290.6666666666667
3164100,2009,295.1666666666667
3164100,2010,308.25
3164100,2011,311.3333333333333
3164100,2012,335.75
3164100,2013,344.5833333333333
3164100,2014,350.0833333333333
3164100,2015,355.1666666666667
3164100,2016,366.9166666666667
3164100,2017,381.75
3164100,2018,403.0
3164100,2019,423.4166666666667
3164100,2020,431.75
3164100,2021,442.6666666666667
3164100,2022,472.5833333333333
3164100,2023,477.8333333333333
3164100,2024,469.75
3164100,2025,469.75
3164209,2007,594.9166666666666
3164209,2008,614.1666666666666
3164209,2009,717.4166666666666
3164209,2010,753.5
3164209,2011,770.4166666666666
3164209,2012,778.75
3164209,2013,787.6666666666666
3164209,2014,796.5
3164209,2015,798.8333333333334
3164209,2016,792.3333333333334
3164209,2017,769.5
3164209,2018,786.25
3164209,2019,789.5833333333334
3164209,2020,791.4166666666666
3164209,2021,821.5
3164209,2022,841.5
3164209,2023,851.25
3164209,2024,917.3333333333334
3164209,2025,947.0833333333334
3164308,2007,732.75
3164308,2008,767.0833333333334
3164308,2009,744.8333333333334
3164308,2010,779.4166666666666
3164308,2011,898.5
3164308,2012,896.0833333333334
3164308,2013,940.6666666666666
3164308,2014,954.8333333333334
3164308,2015,940.5833333333334
3164308,2016,918.8333333333334
3164308,2017,965.0
3164308,2018,1015.1666666666666
3164308,2019,1112.0833333333333
3164308,2020,1185.1666666666667
3164308,2021,1314.6666666666667
3164308,2022,1404.1666666666667
3164308,2023,1474.75
3164308,2024,1503.8333333333333
